pmid,label,abstract
27017244,breast,"Solid papillary carcinoma of the breast, a newly-defined entity, is poorly recognized, and its nature and management is still debated.Eleven cases of pure solid papillary breast carcinoma in our archive and 253 cases reported in previous literature were retrospectively analyzed for their clinicopathological features and outcomes.The eleven cases occurred in elderly females. Grossly, all tumors were well-circumscribed and typically composed of solid papillary nodules. The tumor cells were bland-looking with low-grade atypia and mitoses < 5/10HPF. Immunophenotypically, all eleven cases showed positivity for ER and PR, negativity for CK5/6 and HER2, and a low proliferative index of Ki67. Five cases showed scattered positivity for myoepithelial marker p63, and four cases were positive for CK5/6 and CD10 around the nodules, whereas the other cases were completely negative for all myoepithelial markers. Five cases expressed the neuroendocrine marker synaptophysin, and six cases expressed chromogranin. In nine cases, mastectomy and axillary lymph nodes excision were performed, and only one showed micrometastasis in an axillary lymph node. There was no local recurrence or distant metastasis or breast carcinoma related-death during the follow-up periods of 50 months. Out of 253 solid papillary breast carcinomas reported in literature, the percentage of axillary lymph node metastasis was 4/136 (3%), with rare local recurrences and distant metastasis; only three patients died of breast carcinoma.Solid papillary carcinoma of the breast is a rare entity with distinctive clinicopathological features and excellent prognosis and should be distinguished from conventional breast carcinoma to avoid over-treatment."
25433452,breast,"Our aim was to study how breast density relates to tumor characteristics in breast cancer with emphasis on mode of detection. Among 17,035 women in the Malmö Diet and Cancer Study 826 incident cases have been diagnosed (1991-2007). Data on tumor characteristics, mode of detection, and density at diagnosis were collected. Associations between density and tumor characteristics were analyzed using logistic and ordinal logistic regression models yielding OR and 95% CI. Adjustments for age at diagnosis, BMI at baseline, and the mode of detection, were performed. In denser breasts, large tumor size was more frequent (ORadj 1.59 (1.26-2.01)) as was lymph node involvement (ORadj 1.32 (1.00-1.74)). Further, the higher the density, the lower the grade (ORadj 0.73 (0.53-1.02) for having higher grade), in screening-detected invasive breast cancer. Our findings stress the importance of considering the impact of density in mammography image interpretation and the possible associations with tumor aggressiveness."
27866091,breast,"Breast cancer detections for women with suspicious lesions mainly depend on two non-operative pathological tests-fine needle aspiration cytology (FNAC) and core needle biopsy (CNB). The aim of this systematic review was to compare the sensitivity and specificity of CNB and FNAC in this setting.The data sources included MEDLINE, EMBASE, PubMed, and the Cochrane Central Register of Controlled Trials (CENTRAL) till February 2016. We included prospective series of studies which directly compared the accuracy of FNAC and CNB. We used forest plots to display the sensitivity and specificity of FNAC and CNB respectively. Pre-specified subgroup analyses and sensitivity analysis were conducted.2 = 39.0%)]. For subgroup analysis, the sensitivities of both tests are better for palpable lesions than that of non-palpable lesions. Sensitivity analysis shows the robustness of the primary analysis.Our study suggests that both of FNAC and CNB have good clinical performance. In similar circumstances, the sensitivity of CNB is better than that of FNAC, while their specificities are similar. FNAC could be still considered the first choice to evaluate suspicious nonpalpable breast lesions."
28196438,foot,"Few authors have investigated patients' expectations from foot and ankle surgery. In this study, we aimed to examine relationships between patients' preoperative expectations and their demographic and clinical characteristics. We hypothesized that patients with more disability and those with anxiety or depressive symptoms would have greater expectations.All adult patients scheduled for elective foot or ankle surgery by 1 of 6 orthopaedic foot and ankle surgeons were screened for inclusion over 8 months. Preoperatively, all patients completed the Hospital for Special Surgery Foot & Ankle Surgery Expectations Survey in addition to the Foot & Ankle Outcome Score (FAOS), Short Form (SF)-12, Patient Health Questionnaire (PHQ)-8, Generalized Anxiety Disorder 7-item scale (GAD-7), and pain visual analog scale (VAS). The expectations survey contained 23 expectations categories, each with 5 answer choices ranging from ""I do not have this expectation"" to ""complete improvement"" expected. It was scored from 0 to 100, with higher scores indicating more expectations. Differences in expectations relating to numerous patient demographic and clinical variables were assessed. In total, 352 patients with an average age of 55 ± 15 (range, 18-86) years were enrolled.Expectations scores were not related to age ( P = .36). On average, women expected to achieve complete improvement more often than men ( P = .011). Variables that were significantly associated with higher expectations scores ( P < .05) included nonwhite race, use of a cane or other assistive device, and greater medical comorbidity. Worse function and quality of life (as assessed by all FAOS subscales and the SF-12 physical and mental components), more depressive and anxiety symptoms, and higher pain VAS scores were associated with higher expectations scores and more expectations ( P < .01 for all).The results of this study may help inform surgeons' preoperative discussions with their patients regarding realistic expectations from surgery. Generally, patients with worse function and more disability had higher expectations from surgery. Addressing these patients' expectations preoperatively may help improve their ultimate satisfaction with surgery.Level II, cross sectional study."
28602138,foot,"The field of foot and ankle surgery lacks a widely accepted gold-standard patient-reported outcome instrument. With the changing infrastructure of the medical profession, more efficient patient-reported outcome tools are needed to reduce respondent burden and increase participation while providing consistent and reliable measurement across multiple pathologies and disciplines. The primary purpose of the present study was to validate 3 Patient-Reported Outcomes Measurement Information System computer adaptive tests (CATs) most relevant to the foot and ankle discipline against the Foot and Ankle Outcome Score (FAOS) and the Short Form 12 general health status survey in patients with 6 common foot and ankle pathologies.Patients (n = 240) indicated for operative treatment for 1 of 6 common foot and ankle pathologies completed the CATs, FAOS, and Short Form 12 at their preoperative surgical visits, 1 week subsequently (before surgery), and at 6 months postoperatively. The psychometric properties of the instruments were assessed and compared.The Patient-Reported Outcomes Measurement Information System CATs each took less than 1 minute to complete, whereas the FAOS took 6.5 minutes, and the Short Form 12 took 3 minutes. CAT scores were more normally distributed and had fewer floor and ceiling effects than those on the FAOS, which reached as high as 24%. The CATs were more precise than the FAOS and had similar responsiveness and test-retest reliability. The physical function and mobility CATs correlated strongly with the activities subscale of the FAOS, and the pain interference CAT correlated strongly with the pain subscale of the FAOS. The CATs and FAOS were responsive to changes with operative treatment for 6 common foot and ankle pathologies.The CATs performed as well as or better than the FAOS in all aspects of psychometric validity. The Patient-Reported Outcomes Measurement Information System CATs show tremendous potential for improving the study of patient outcomes in foot and ankle research through improved precision and reduced respondent burden.Level II, prospective comparative study."
29234466,foot,"The prevalence of foot osteoarthritis (OA) is much less understood than hip, knee and hand OA. The foot is anatomically complex and different researchers have investigated different joints with lack of methodological standardisation across studies. The La Trobe Foot Atlas (LFA) is the first to address these issues in providing quantitative assessment of radiographic foot OA, but has not been tested externally. The aim of this study was to evaluate three different interpretive approaches to using the LFA for grading OA when scoring is difficult due to indistinct views of interosseous space and joint contour.n = 218) assessed in the Chingford Women Study 23 year visit (mean (SD) for age: 75.5 years (5.1)) were scored using the LFA defined protocol (Technique 1). Two revised scoring strategies were applied to the radiographs in addition to the standard LFA analyses. Technique 2 categorised joints that were difficult to grade as 'missing'. Technique 3 included joints that were difficult to grade as an over estimated score. Radiographic OA prevalence was defined for the foot both collectively and separately for individual joints.When radiographs were scored using the LFA (Technique 1), radiographic foot OA was present in 89.9%. For Technique 2 the presence of radiographic foot OA was 83.5% and for Technique 3 it was 97.2%. At the individual joint level, using Technique 1, the presence of radiographic foot OA was higher with a wider range (18.3-74.3%) than Technique 2 (17.9-46.3%) and lower with a wider range (18.3-74.3%) than Technique 3 (39.9-79.4%).The three different ways of interpreting the LFA scoring system when grading of individual joints is technically difficult and result in very different estimates of foot OA prevalence at both the individual joint and global foot level. Agreement on the best strategy is required to improve comparability between studies."
29151893,foot,"The Aboriginal and Torres Strait Islander community has an increased risk of developing chronic illnesses including diabetes. Among people with diabetes, foot complications are common and make a significant contribution to the morbidity and mortality associated with this disease. The aim of this review was to systematically evaluate the literature comparing the rates of diabetes related foot complications in Aboriginal and Torres Strait Islander Australians to non-Indigenous Australians.MEDLINE, EMBASE, The Cochrane Library; PUBMED and CINAHL were searched from inception until August 2016. Inclusion criteria were: published cross-sectional or longitudinal studies reporting the prevalence of diabetes related foot complications in both a cohort of Aboriginal and Torres Strait Islander Australians and a cohort of one other Australian population of any age with diabetes. Risk of bias was assessed using the STROBE tool.Eleven studies including a total of 157,892 participants were included. Studies were set in Queensland, the Northern Territory and Western Australia, primarily in rural and remote areas. Aboriginal and Torres Strait Islander Australians experienced substantially more diabetes related foot complications with the mean age up to 14 years younger than non-Indigenous Australians. Aboriginality was associated with increased risk of peripheral neuropathy, foot ulceration and amputation. In several studies, Aboriginal and Torres Strait Islander Australians accounted for the vast majority of diabetes related foot complications (up to 91%) while comprising only a small proportion of the regional population. Reporting quality as assessed with the STROBE tool showed underreporting of: methods, sample description and potential sources of bias. There are no data available for some Australian states and for specific types of diabetes related foot complications.Aboriginal and Torres Strait Islander Australians have a 3-6 fold increased likelihood of experiencing a diabetes related foot complication compared to non-Indigenous Australians. Evidence-based, culturally appropriate screening and intervention programs and improved access to effective health care services are required to prevent a widening of the gap in diabetes related foot complications between Aboriginal and Torres Strait Islander and non-Indigenous Australians."
28918370,foot,"Foot impressions are of utmost importance in crime scene investigations. Foot impressions are available in the form of barefoot prints, sock-clad footprints, and as impressions within footwear. Sometimes suspects leave their footwear at the crime scene, and the insole of this footwear may contain the foot impression of the suspect which may be important evidence linking him or her to the crime. The task of identification based on the analysis of footprints can be challenging when the footprints belonging to one of the identical twin is available for examination. The present study is based on the quantitative measures of the foot impressions in the footwear of adult identical twins. The study was conducted on four sets of female monozygotic twins from the United States of America. A total of 17 length and breadth measurements were taken on each foot impression. A combination of Reel Method and Extended Gunn Method was utilized to produce the measurements. The measurements of the foot impressions were compared among the twins on the right and the left side. Differences were found in the various footprint measurements among the twins. The study's sample size was not large enough to apply robust statistical tests, but the study is significant in that it presents the first detailed comparative analysis of a large number of measurements of insole foot impressions of adult twins. The observations derived from the study are likely to assist forensic investigations in cases involving the foot impressions of the twins."
29201147,foot,"Research focusing on management of foot health has become more evident over the past decade, especially related to chronic conditions such as diabetes. The level of methodological rigour across this body of work however is varied and outputs do not appear to have been developed or translated into clinical practice. The aim of this systematic review was to assess the latest guidelines, standards of care and current recommendations relative to people with chronic conditions to ascertain the level of supporting evidence concerning the management of foot health.A systematic search of electronic databases (Medline, Embase, Cinahl, Web of Science, SCOPUS and The Cochrane Library) for literature on recommendations for foot health management for people with chronic conditions was performed between 2000 and 2016 using predefined criteria. Data from the included publications was synthesised via template analysis, employing a thematic organisation and structure. The methodological quality of all included publications was appraised using the Appraisal for Research and Evaluation (AGREE II) instrument. A more in-depth analysis was carried out that specifically considered the levels of evidence that underpinned the strength of their recommendations concerning management of foot health.The data collected revealed 166 publications in which the majority (102) were guidelines, standards of care or recommendations related to the treatment and management of diabetes. We noted a trend towards a systematic year on year increase in guidelines standards of care or recommendations related to the treatment and management of long term conditions other than diabetes over the past decade. The most common recommendation is for preventive care or assessments (e.g. vascular tests), followed by clinical interventions such as foot orthoses, foot ulcer care and foot health education. Methodological quality was spread across the range of AGREE II scores with 62 publications falling into the category of high quality (scores 6-7). The number of publications providing a recommendation in the context of a narrative but without an indication of the strength or quality of the underlying evidence was high (79 out of 166).It is clear that evidence needs to be accelerated and in place to support the future of the Podiatry workforce. Whilst high level evidence for podiatry is currently low in quantity, the methodological quality is growing. Where levels of evidence have been given in in high quality guidelines, standards of care or recommendations, they also tend to be strong-moderate quality such that further strategically prioritised research, if performed, is likely to have an important impact in the field."
29093757,foot,"In 3D gait analysis, kinematics of the foot joints are usually reported via isolated time histories of joint rotations and no information is provided on the relationship between rotations at different joints. The aim of this study was to identify movement coordination patterns in the foot during walking by expanding an existing vector coding technique according to an established multi-segment foot and ankle model. A graphical representation is also described to summarise the coordination patterns of joint rotations across multiple patients.Three-dimensional multi-segment foot kinematics were recorded in 13 adults during walking. A modified vector coding technique was used to identify coordination patterns between foot joints involving calcaneus, midfoot, metatarsus and hallux segments. According to the type and direction of joints rotations, these were classified as in-phase (same direction), anti-phase (opposite directions), proximal or distal joint dominant.In early stance, 51 to 75% of walking trials showed proximal-phase coordination between foot joints comprising the calcaneus, midfoot and metatarsus. In-phase coordination was more prominent in late stance, reflecting synergy in the simultaneous inversion occurring at multiple foot joints. Conversely, a distal-phase coordination pattern was identified for sagittal plane motion of the ankle relative to the midtarsal joint, highlighting the critical role of arch shortening to locomotor function in push-off.This study has identified coordination patterns between movement of the calcaneus, midfoot, metatarsus and hallux by expanding an existing vector cording technique for assessing and classifying coordination patterns of foot joints rotations during walking. This approach provides a different perspective in the analysis of multi-segment foot kinematics, and may be used for the objective quantification of the alterations in foot joint coordination patterns due to lower limb pathologies or following injuries."
29090022,foot,"Foot symptoms in rheumatoid arthritis (RA) derive from a combination of inflammation, altered foot mechanics, deformity and secondary skin lesions. Guidelines recommend regular review of patients' feet, but the extent to which the general population of RA patients report foot symptoms and access foot care has not been established. The aims of this study were to determine the prevalence, impact and care of foot problems in all patients with RA in one geographical area and identify factors associated with accessing foot care.Cross-sectional survey of a random sample of patients with RA, who resided within a single community-based National Health Service (NHS) podiatry service. The questionnaire collected demographic data (age, gender, local deprivation score), clinical data (disease duration, arthritis medications, disability (Health Assessment Questionnaire (HAQ)), current foot problems, foot care accessed (podiatry, orthotics and/or orthopaedics) and care received, measures of impact (Foot Impact Scale) and ability to work.p = 0.04) than those who had not accessed care.Current foot problems were reported by 92.1% of the study sample and substantially impacted on life and work. While overall access to foot care was higher than anticipated, routes of access differed and extent of current problems suggests the provision of effective, timely and targeted care is a pressing need."
28814975,foot,"how flatthey should be at each age increment. The objective of this systematic review is to define the postural characteristics of the 'typically' developing paediatric foot.The PRISMA protocol was applied to compare all data currently published describing the typical development of the paediatric foot. The Epidemiological Appraisal Instrument (EAI) was used to assess the risk of bias of the included studies.Thirty four epidemiological papers pertaining to the development of the paediatric foot were graphically compared. Sixteen different foot posture assessments were identified of which footprint based measures were the most reported outcome.normalin relation to foot posture is misleading in the categorisation of the paediatric foot, as indeed a flat foot posture is a normal finding at specific ages. Secondly, the foot posture of the developing child is indeed age dependent and has been shown to change over time. Thirdly, no firm conclusion could be reached as to which age the foot posture of children ceases to develop further, as no two foot measures are comparable, therefore future research needs to consider the development of consensus recommendations as to the measurement of the paediatric foot, using valid and reliable assessment tools."
28770005,foot,"There is a well-recognised relationship between body weight, plantar pressures and foot pain, but the temporal association between these factors is unknown. The aim of this study was to investigate the relationships between increasing weight, plantar pressures and foot pain over a two-year period.Fifty-one participants (33 women and 18 men) completed the two-year longitudinal cohort study. The sample had a mean (standard deviation (SD)) age of 52.6 (8.5) years. At baseline and follow-up, participants completed the Manchester Foot Pain and Disability Index questionnaire, and underwent anthropometric measures, including body weight, body mass index, and dynamic plantar pressures. Within-group analyses examined differences in body weight, foot pain and plantar pressures between baseline and follow up, and multivariate regression analysis examined associations between change in body weight, foot pain and plantar pressure. Path analysis assessed the total impact of both the direct and indirect effects of change in body weight on plantar pressure and pain variables..Path analysis indicated that the effect of increasing body weight on foot-related functional limitation and foot pain intensity may be mediated by increased plantar pressure in the midfoot.These findings suggest that as body weight and plantar pressure increase, foot pain increases, and that the midfoot may be the most vulnerable site for pressure-related pain."
28725270,foot,"Although accumulative evidence exists that support the applicability of multi-segmental foot models (MFMs) in evaluating foot motion in various pathologic conditions, little is known of the effect of aging on inter-segmental foot motion. The objective of this study was to evaluate differences in inter-segmental motion of the foot between older and younger adult healthy females during gait using a MFM with 15-marker set.n = 50, 60-69 years old) groups. Coefficients of multiple correlations were evaluated to assess the similarity of kinematic curve. Inter-segmental angles (hindfoot, forefoot, and hallux) were calculated at each gait phase. To evaluate the effect of gait speed on intersegmental foot motion, subgroup analysis was performed according to the similar speed of walking.p = 0.001) of the hallux at terminal stance and pre-swing phases was significantly lower in older females. When we compared young and older females with similar speed, these differences remained.Although the overall kinematic pattern was similar between young and older females, reduced range of inter-segmental motion was observed in the older group. Our results suggest that age-related changes need to be considered in studies evaluating inter-segmental motion of the foot."
28649283,foot,"The foot and ankle represent a common site for tophi in people with gout, yet it is unclear whether the presence of tophi is related to impaired muscle function. This study aimed to determine the association between foot and ankle tophi and muscle force in people with gout.Participants with gout were stratified into two groups based on the presence of clinically-evident tophi affecting the foot or ankle on physical examination. Isometric muscle force for plantarflexion, dorsiflexion, inversion and eversion was measured using static dynamometry. Mixed-models regression was used to determine the difference in muscle force between the two groups while adjusting for age, disease duration and foot pain. This model was also used to determine the difference in muscle force between presence and absence of tophi at specific locations within the foot and ankle. In addition, Pearson's correlations were used to determine the association between total foot tophus count and muscle force.P > 0.05).In people with gout, clinically-evident foot or ankle tophi are associated with muscle force deficits during foot plantarflexion, dorsiflexion, inversion and eversion, which persist despite adjusting for age, disease duration and foot pain. Tophi at the Achilles tendon, which associate with force deficits, may contribute to reduced muscular activation and consequent disuse muscle atrophy."
28460254,foot,"Classification systems developed in the field of posterior tibialis tendon dysfunction omit to include dynamic measurements. Since this may negatively affect the selection of the most appropriate treatment modality, studies on foot kinematics are highly recommended. Previous research characterised the foot kinematics in patients with posterior tibialis tendon dysfunction. However, none of the studies analysed foot segmental motion synchrony during stance phase, nor compared the kinematic behaviour of the foot in presence of different posterior tibialis tendon dysfunction stages. Therefore, we aimed at comparing foot segmental motion and coupling in patients with posterior tibialis tendon dysfunction grade 2 and 3 to those of asymptomatic subjects.Foot segmental motion of 11 patients suffering from posterior tibialis tendon dysfunction stage 2, 4 patients with posterior tibialis tendon dysfunction stage 3 and 15 asymptomatic subjects was objectively quantified with the Rizzoli foot model using an instrumented walkway and a 3D passive motion capture system. Dependent variables were the range of motion occurring at the different inter-segment angles during subphases of stance and swing phase as well as the cross-correlation coefficient between a number of segments.Significant differences in range of motion were predominantly found during the forefoot push off phase and swing phase. In general, both patient cohorts demonstrated a reduced range of motion compared to the control group. This hypomobility occurred predominantly in the rearfoot and midfoot (p<0.01). Significant differences between both posterior tibialis tendon dysfunction patient cohorts were not revealed. Cross-correlation coefficients highlighted a loss of joint coupling between rearfoot and tibia as well as between rearfoot and forefoot in both posterior tibialis tendon dysfunction groups.The current evidence reveals considerable mechanical alterations in the foot which should be considered in the decision making process since it may help explaining the success and failure of certain conservative and surgical interventions."
28325064,foot,"It is known that successful pancreas transplantation enables patients with diabetes to maintain a normal glucose level without insulin and reduces diabetes-related complications. However, we have little information about the foot-specific morbidity in patients who have undergone successful pancreas transplantation. The purpose of this study was to investigate the prevalence and predisposing factors for foot complications after successful pancreas transplantation.This retrospective study included 218 patients (91 males, 127 females) who had undergone pancreas transplantation for diabetes. The mean age was 40.7 (range, 15-76) years. Diabetes type, transplantation type, body mass index, and diabetes duration before transplantation were confirmed. After pancreas transplantation, the occurrence and duration of foot and ankle complications were assessed.Twenty-two patients (10.1%) had diabetic foot complications. Fifteen patients (6.9%) had diabetic foot ulcer and 7 patients (3.2%) had Charcot arthropathy. Three patients had both diabetic foot ulcer and Charcot arthropathy. Three insufficiency fractures (1.4%) were included. Mean time of complications after transplantation was 18.5 (range, 2-77) months. Creatinine level 1 year after surgery was higher in the complication group rather than the noncomplication group ( P = .02).Complications of the foot and ankle still occurred following pancreas transplantation in patients with diabetes.Level III, comparative study."
27320694,foot,"The limb deformity-based principles originate from a standard set of lower extremity radiographic angles and reference points. Objective radiographic measures are the building blocks for surgical planning. Critical preoperative planning and intraoperative and postoperative evaluation of radiographs are essential for proper deformity planning and correction of all foot and ankle cases. A total of 33 angles and reference points were measured on 24 healthy feet. The radiographic measurements were performed on standard weightbearing anteroposterior, lateral, and axial views of the right foot. A total of 4 measurements were made from the axial view, 12 from the lateral view, and 17 from the anteroposterior view. All angles were measured by both senior authors twice, independent of each other. The radiographic angles and measurements presented in the present study demonstrate a comprehensive and useful set of standard angles, measures, and reference points that can be used in clinical and perioperative evaluation of the foot and ankle. The standard radiographic measures presented in the present study provide the foundation for understanding the osseous foot and ankle position in a normal population."
28259028,foot,"The absence of a functioning windlass mechanism may delay re-supination of the foot during locomotion and put excess stress on the mid-tarsal joint and soft tissues of the foot. The purpose of this study was to describe the foot posture of individuals that have an impaired or absent windlass mechanism. Forty-seven individuals (34 females and 13 males) with a mean age of 26 years were recruited to participate in this study. The Foot Posture Index was used to visually assess the posture of both feet. In addition, a digital gauge was used to measure dorsal arch height and midfoot width in bilateral resting standing. Dorsal arch height and mid-foot width were also measured in non-weight bearing. Finally, for those individuals without a functioning windlass mechanism, the amount of medial wedging needed to restore its function was measured. Subjects with an ""absent"" or ""impaired"" windlass mechanism had a mean Foot Posture Index of +6.8 (sd=2.5) compared to +2.5 (sd=3.1) for those with a functioning windlass mechanism. A series of independent t-tests showed that individuals without a functioning windlass mechanism had a more pronated foot posture, a lower dorsal arch height and a wider mid-foot width compared to those that had a functioning windlass mechanism. Finally, an average medial wedge of 5.1mm (sd=2.1) was able to produce a functioning windlass mechanism in those individuals that previously lacked one."
28807512,foot,"A three-dimensional foot finite element model with actual geometry and non-linear behavior of tendons is presented. The model is intended for analysis of the lower limb tendon forces effect in the inner foot structure. The geometry of the model was obtained from computational tomographies and magnetic resonance images. Tendon tissue was characterized with the first order Ogden material model based on experimental data from human foot tendons. Kinetic data was employed to set the load conditions. After model validation, a force sensitivity study of the five major foot extrinsic tendons was conducted to evaluate the function of each tendon. A synergic work of the inversion-eversion tendons was predicted. Pulling from a peroneus or tibialis tendon stressed the antagonist tendons while reducing the stress in the agonist. Similar paired action was predicted for the Achilles tendon with the tibialis anterior. This behavior explains the complex control motion performed by the foot. Furthermore, the stress state at the plantar fascia, the talocrural joint cartilage, the plantar soft tissue and the tendons were estimated in the early and late midstance phase of walking. These estimations will help in the understanding of the functional role of the extrinsic muscle-tendon-units in foot pronation-supination."
28258949,foot,"2; p < .001). However, the operative time was significantly longer in the MPAF group than in the RSAF group (100 ± 2.9 minutes versus 80.5 ± 3.1 minutes; p < .001). The flap survived in all cases in the MPAF group, but total flap necrosis occurred in 1 patient in the RSAF group. The mean follow-up period was 13.2 months. Weightbearing was significantly earlier in the MPAF group than in the RSAF group (5.8 ± 0.26 weeks versus 6.9 ± 0.19 weeks; p = .003). None of the 30 patients developed recurrent ulceration. The incidence of complications (33.3% versus 80%) was significantly less in the MPAF group than in the RSAF group (p = .01). Significantly greater improvement was found in the functional outcomes in the MPAF group compared with the RSAF group (p = .004). In conclusion, the MPAF and distally based sural artery flap are the 2 flaps available for foot and ankle reconstruction. However, the MPAF offers better functional outcomes with a lower frequency of postoperative complications. Thus, the sensate MPAF is recommended for reconstruction of moderate-size defects of the foot and ankle region."
27980683,foot,"The aim of this study was to determine the level of agreement between common clinical foot classification measures.Static foot assessment was undertaken using the Foot Posture Index (FPI-6), rearfoot angle (RFA), medial longitudinal arch angle (MLAA) and navicular drop (ND) in 30 participants (29 ± 6 years, 1.72 ± 0.08 m, 75 ± 18 kg). The right foot was measured on two occasions by one rater within the same test environment. Agreement between the test sessions was initially determined for each measure using the Weighted Kappa. Agreement between the measures was determined using Fleiss Kappa.Foot classification across the two test occasions was almost perfect for MLAA (Kw = .92) and FPI-6 (Kw = .92), moderate for RFA (Kw = .60) and fair for ND (Kw = .40) for comparison within the measures. Overall agreement between the measures for foot classification was moderate (Kf = .58).The findings reported in this study highlight discrepancies between the chosen foot classification measures. The FPI-6 was a reliable multi-planar measure whereas navicular drop emerged as an unreliable measure with only fair agreement across test sessions. The use of this measure for foot assessment is discouraged. The lack of strong consensus between measures for foot classification underpins the need for a consensus on appropriate clinical measures of foot structure."
27888786,foot,"Foot pronation has not been quantified dynamically in three planes of movement in an in-vivo study. The aims of this study were to determine foot pronation through using Principal Component Analysis (PCA) method and to compare it among barefoot, shod and shod with 6° lateral wedge during the stance phase of running. In this method, three-dimension of foot movements were measured and each of these components represents a percentage of foot pronation. These components were derived based on eigenvalues and vectors of covariance matrix of primary variables. The first (PC1), second (PC2) and third (PC3) components explained about (82.5%, 79.1%), (14%, 15.8%) and (3.5%, 5.1%) the foot pronation for barefoot and shod conditions, respectively. These components were mutually independent and the components set had the same information as the primary variables. Foot pronation index and eversion angles were calculated and compared among barefoot, shod and shod with wedge insole (6° lateral wedge insole) conditions in the four phases of stance. Statistical analysis showed that there was no foot conditions effect for foot eversion in four phases (p=0.72), while this effect was significant for PC1 (p=0.001). This finding shows that PC1 index could discriminate footwear effect among each phase of stance. Specifically, pronation was reduced in shoe condition as compared to barefoot condition (p=0.02) from 5 to 50% of stance phase. It has been suggested that the PCA method provides more accurate criteria for investigating effects of footwear interventions on simultaneous three-dimensional foot motion."
27721122,foot,"Felt padding is used to offload diabetes-related foot ulceration although limited quality data exists to support its use. This study aimed to quantify pressure offloading from neuropathic plantar foot ulcers in a clinical setting, when felt padding is first applied and after wear.This study used a within-subjects, repeated measures design. Data was collected in a high-risk foot service. Peak plantar pressures, contact area and contact time were measured in 15 diabetes subjects with 16 non-complicated plantar neuropathic foot ulcers, with: no felt padding, newly applied felt padding and felt padding after one week of wear.2). Contact time was constant across testing conditions.New felt padding offloaded on average half the pressure applied to sites of plantar neuropathic ulceration, which reduced to one third after wear. Increased contact area under the foot is a possible mechanism contributing to pressure reduction. Further studies are required to evaluate effectiveness of felt padding directly on ulcer healing."
27624557,foot,"-1while we recorded GRF and lower limb kinematics and determined foot strike pattern: Typical or Atypical rearfoot strike (RFS), midfoot strike (MFS) of forefoot strike (FFS). Typical RFS had longer contact times and a lower leg stiffness than Atypical RFS and MFS. Typical RFS showed a dorsiflexed ankle (7.2 ± 3.5°) and positive foot angle (20.4 ± 4.8°) at initial contact while MFS showed a plantar flexed ankle (-10.4 ± 6.3°) and more horizontal foot (1.6 ± 3.1°). Atypical RFS showed a plantar flexed ankle (-3.1 ± 4.4°) and a small foot angle (7.0 ± 5.1°) at initial contact and had the highest VILR. For the RFS (Typical and Atypical RFS), foot angle at initial contact showed the highest correlation with VILR (r = -0.68). The observed higher VILR in Atypical RFS could be related to both ankle and foot kinematics and global running style that indicate a limited use of known kinematic impact absorbing ""strategies"" such as initial ankle dorsiflexion in MFS or initial ankle plantar flexion in Typical RFS."
28463819,foot,"Understanding the biomechanics of the foot is essential for many areas of research and clinical practice such as orthotic interventions and footwear development. Despite the widespread attention paid to the biomechanics of the foot during gait, what largely remains unknown is how the foot moves inside the shoe. This study investigated the reliability of the Adelaide In-Shoe Foot Model, which was designed to quantify in-shoe foot kinematics and kinetics during walking. Intra-rater reliability was assessed in 30 participants over five walking trials whilst wearing shoes during two data collection sessions, separated by one week. Sufficient reliability for use was interpreted as a coefficient of multiple correlation and intra-class correlation coefficient of >0.61. Inter-rater reliability was investigated separately in a second sample of 10 adults by two researchers with experience in applying markers for the purpose of motion analysis. The results indicated good consistency in waveform estimation for most kinematic and kinetic data, as well as good inter-and intra-rater reliability. The exception is the peak medial ground reaction force, the minimum abduction angle and the peak abduction/adduction external hindfoot joint moments which resulted in less than acceptable repeatability. Based on our results, the Adelaide in-shoe foot model can be used with confidence for 24 commonly measured biomechanical variables during shod walking."
28592232,foot,"To examine the association of radiographic frontal plane knee alignment with three-dimensional foot posture in patients with medial knee osteoarthritis (OA).Participants in orthopedic clinics with Kellgren/Lawrence (K/L) grade ≥1 (88 patients and 88 knees; age, 61-91 years; 65.9% female) were enrolled. An anteroposterior radiographic view was used to assess the anatomical axis angle (AAA) after subtracting a sex-specific correction factor. The three-dimensional foot posture was also evaluated.Multiple regression analyses showed that increased corrected AAA (i.e., valgus direction) was independently associated with a decrease in the hallux valgus angle (regression coefficient: -0.40 per degree, 95% confidence interval [CI]: -0.72, -0.09; P = 0.013) and increase in the pronation angle of the calcaneus relative to floor (regression coefficient: 0.33 per degree, 95% CI: 0.10, 0.56; P = 0.005) adjusted for age, sex, and body mass index. The relationship between the corrected AAA and hallux valgus angle strengthened (regression coefficient: -0.60 per degree, 95% CI: -1.08, -0.13; P = 0.014) in varus-aligned knees examined separately (63 knees). The other foot postures (navicular height, navicular height/foot length, and rearfoot angle) were not significantly associated with corrected AAA.Radiographic frontal plane knee alignment was associated with hallux valgus angle and calcaneus angle relative to the floor in patients with medial knee OA, particularly in varus-aligned knees. These results indicate a connection between altered frontal knee alignment and foot posture, which may be helpful in understanding the pathogenesis of altered foot posture observed in patients with knee OA."
